Yes,1864,Beacon of Unrest,Sorcery,Sorcery,Put target artifact or creature card from a graveyard onto the battlefield under your control. Shuffle Beacon of Unrest into its owner's library.,5,{3}{B}{B},5,,,B,(B),rare,Alan Pollack,black,"nonfoil,foil",A vertical scream pierces the night air and echoes doom through the clouds.,1,1,0,0,,8,,"mtgo,paper",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,4494,Hurkyl's Recall,Instant,Instant,Return all artifacts target player owns to their hand.,2,{1}{U},2,,,U,(U),rare,Ralph Horsley,black,"nonfoil,foil","Hurkyl's research at the College of Lat-Nam wasn't enough to stop the two brothers, but for centuries thereafter her spellcraft taught artificers restraint.",1,1,0,0,,9,,"mtgo,paper",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Not,9389,Remove Soul,Instant,Instant,Counter target creature spell.,2,{1}{U},2,,,U,(U),common,Adam Rex,black,"nonfoil,foil","When your enemies are denied soldiers, they are denied victory.",1,1,0,0,,12,,"mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Not,7788,Robe of Mirrors,Enchantment - Aura,Enchantment,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Enchanted creature has shroud. (It can't be the target of spells or abilities.)",1,{U},1,,,U,(U),common,Christopher Moeller,black,nonfoil,,0,1,0,0,Enchant,2,Aura,"mtgo,paper",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Yes,1434,Rule of Law,Enchantment,Enchantment,Each player can't cast more than one spell each turn.,3,{2}{W},3,,,W,(W),uncommon,Scott M. Fischer,black,"nonfoil,foil","Appointed by the kha himself, members of the tribunal ensure all disputes are settled with the utmost fairness.",1,1,0,0,,3,,"mtgo,paper",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,5689,Sage Owl,Creature - Bird,Creature,"Flying
When Sage Owl enters the battlefield, look at the top four cards of your library, then put them back in any order.",2,{1}{U},2,1.0,1.0,U,(U),common,Mark Brill,black,nonfoil,,0,1,0,0,Flying,7,Bird,"mtgo,paper",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,7896,Serra Angel,Creature - Angel,Creature,"Flying, vigilance",5,{3}{W}{W},5,4.0,4.0,W,(W),rare,Greg Staples,black,nonfoil,Her sword sings more beautifully than any choir.,0,1,0,0,"Flying,Vigilance",42,Angel,"mtgo,paper",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Not,8581,Shimmering Wings,Enchantment - Aura,Enchantment,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Enchanted creature has flying. (It can't be blocked except by creatures with flying or reach.)
{U}: Return Shimmering Wings to its owner's hand.",1,{U},1,,,U,(U),common,Carl Critchlow,black,nonfoil,,0,1,0,0,Enchant,3,Aura,"mtgo,paper",4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Not,9495,Sift,Sorcery,Sorcery,"Draw three cards, then discard a card.",4,{3}{U},4,,,U,(U),common,Jeremy Jarvis,black,"nonfoil,foil",Dwell longest on the thoughts that shine brightest.,1,1,0,0,,8,,"mtgo,paper",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,4376,Mortivore,Creature - Lhurgoyf,Creature,"Mortivore's power and toughness are each equal to the number of creature cards in all graveyards.
{B}: Regenerate Mortivore.",4,{2}{B}{B},4,,,B,(B),rare,Anthony S. Waters,black,nonfoil,,0,1,0,0,,7,Lhurgoyf,"mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Not,6945,Nomad Mythmaker,Creature - Human Nomad Cleric,Creature,"{W}, {T}: Put target Aura card from a graveyard onto the battlefield under your control attached to a creature you control.",3,{2}{W},3,2.0,2.0,W,(W),rare,Darrell Riche,black,nonfoil,"On the wild steppes, history vanishes in the dust. Only the mythmakers remain to say what was, and is, and will be.",0,1,0,0,,2,"Human,Nomad,Cleric","mtgo,paper",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,4888,Peek,Instant,Instant,"Look at target player's hand.
Draw a card.",1,{U},1,,,U,(U),common,Adam Rex,black,"nonfoil,foil",Sometimes you have to read between the minds.,1,1,0,0,,2,,"mtgo,paper",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,7573,Consume Spirit,Sorcery,Sorcery,"Spend only black mana on X.
Consume Spirit deals X damage to any target and you gain X life.",2,{X}{1}{B},2,,,B,(B),uncommon,Matt Thompson,black,"nonfoil,foil","""Your blood, your marrow, your spirit—all are mine.""
—Mayvar, minion of Geth",1,1,0,0,,11,,"mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Yes,186,Diabolic Tutor,Sorcery,Sorcery,"Search your library for a card, put that card into your hand, then shuffle.",4,{2}{B}{B},4,,,B,(B),uncommon,Greg Staples,black,"nonfoil,foil",The best ideas often come from the worst minds.,1,1,0,0,,14,,"mtgo,paper",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,1634,Doomed Necromancer,Creature - Human Cleric Mercenary,Creature,"{B}, {T}, Sacrifice Doomed Necromancer: Return target creature card from your graveyard to the battlefield.",3,{2}{B},3,2.0,2.0,B,(B),rare,Volkan Baǵa,black,"nonfoil,foil",Many necromancers share the same last words—the ones that conclude the undeath ritual.,1,1,0,0,,7,"Human,Cleric,Mercenary","mtgo,paper",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,5462,Nantuko Husk,Creature - Zombie Insect,Creature,Sacrifice a creature: Nantuko Husk gets +2/+2 until end of turn.,3,{2}{B},3,2.0,2.0,B,(B),uncommon,Carl Critchlow,black,"nonfoil,foil","The soul sheds light, and death is its shadow. When the light dims, life and death embrace.
—Nantuko teaching",1,1,0,0,,7,"Zombie,Insect","mtgo,paper",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,6533,Nekrataal,Creature - Human Assassin,Creature,"First strike
When Nekrataal enters the battlefield, destroy target nonartifact, nonblack creature. That creature can't be regenerated.",4,{2}{B}{B},4,2.0,1.0,B,(B),uncommon,Christopher Moeller,black,nonfoil,,0,1,0,0,First strike,10,"Human,Assassin","mtgo,paper",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Not,8924,Nightmare,Creature - Nightmare,Creature,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Nightmare's power and toughness are each equal to the number of Swamps you control.",6,{5}{B},6,,,B,(B),rare,Carl Critchlow,black,nonfoil,The thunder of its hooves beats dreams into despair.,0,1,0,0,Flying,24,"Nightmare,Horse","mtgo,paper",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,3940,Pacifism,Enchantment - Aura,Enchantment,"Enchant creature
Enchanted creature can't attack or block.",2,{1}{W},2,,,W,(W),common,Robert Bliss,black,nonfoil,"For the first time in his life, Grakk felt a little warm and fuzzy inside.",0,1,0,0,Enchant,31,Aura,"mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,3804,Pariah,Enchantment - Aura,Enchantment,"Enchant creature
All damage that would be dealt to you is dealt to enchanted creature instead.",3,{2}{W},3,,,W,(W),rare,Jon J Muth,black,nonfoil,,0,1,0,0,Enchant,5,Aura,"mtgo,paper",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Not,7387,No Rest for the Wicked,Enchantment,Enchantment,Sacrifice No Rest for the Wicked: Return to your hand all creature cards in your graveyard that were put there from the battlefield this turn.,2,{1}{B},2,,,B,(B),uncommon,Carl Critchlow,black,"nonfoil,foil","""The soul? Here, we have no use for such frivolities.""
—Sitrik, birth priest",1,1,0,0,,2,,"mtgo,paper",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Not,5082,Phage the Untouchable,Legendary Creature - Minion,Creature,"When Phage the Untouchable enters the battlefield, if you didn't cast it from your hand, you lose the game.
Whenever Phage deals combat damage to a creature, destroy that creature. It can't be regenerated.
Whenever Phage deals combat damage to a player, that player loses the game.",7,{3}{B}{B}{B}{B},7,4.0,4.0,B,(B),rare,Ron Spears,black,"nonfoil,foil",,1,1,0,0,,3,"Avatar,Minion","mtgo,paper",3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Not,5324,Phyrexian Rager,Creature - Horror,Creature,"When Phyrexian Rager enters the battlefield, you draw a card and you lose 1 life.",3,{2}{B},3,2.0,2.0,B,(B),common,Mark Tedin,black,"nonfoil,foil","It takes no prisoners, but it keeps the choicest bits for Phyrexia.",1,1,0,0,,13,"Phyrexian,Horror","mtgo,paper",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Not,3341,Plague Wind,Sorcery,Sorcery,Destroy all creatures you don't control. They can't be regenerated.,9,{7}{B}{B},9,,,B,(B),rare,Alan Pollack,black,"nonfoil,foil",,1,1,0,0,,5,,"mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Not,8352,Ravenous Rats,Creature - Rat,Creature,"When Ravenous Rats enters the battlefield, target opponent discards a card.",2,{1}{B},2,1.0,1.0,B,(B),common,Carl Critchlow,black,"nonfoil,foil",Nothing is sacred to rats. Everything is simply another meal.,1,1,0,0,,14,Rat,"mtgo,paper",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,9083,Recover,Sorcery,Sorcery,"Return target creature card from your graveyard to your hand.
Draw a card.",3,{2}{B},3,,,B,(B),common,Nelson DeCastro,black,"nonfoil,foil","As Barrin exhumed his daughter's body, he finally realized the full price of his faith in Urza.",1,1,0,0,,5,,"mtgo,paper",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,8245,Relentless Rats,Creature - Rat,Creature,"Relentless Rats gets +1/+1 for each other creature on the battlefield named Relentless Rats.
A deck can have any number of cards named Relentless Rats.",3,{1}{B}{B},3,2.0,2.0,B,(B),uncommon,Thomas M. Baxa,black,"nonfoil,foil",,1,1,0,0,,8,Rat,"mtgo,paper",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,3101,Royal Assassin,Creature - Human Assassin,Creature,{T}: Destroy target tapped creature.,3,{1}{B}{B},3,1.0,1.0,B,(B),rare,Mark Zug,black,"nonfoil,foil","Trained in the arts of stealth, royal assassins choose their victims carefully, relying on timing and precision rather than brute force.",1,1,0,0,,20,"Human,Assassin","mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Not,8621,Blaze,Sorcery,Sorcery,Blaze deals X damage to any target.,1,{X}{R},1,,,R,(R),uncommon,Alex Horley-Orlandelli,black,"nonfoil,foil",,1,1,0,0,,13,,"mtgo,paper",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Not,8649,Bloodfire Colossus,Creature - Giant,Creature,"{R}, Sacrifice Bloodfire Colossus: It deals 6 damage to each creature and each player.",8,{6}{R}{R},8,6.0,6.0,R,(R),rare,Greg Staples,black,"nonfoil,foil",It took all its strength to contain the fire within.,1,1,0,0,,4,Giant,"mtgo,paper",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Not,6799,Holy Day,Instant,Instant,Prevent all combat damage that would be dealt this turn.,1,{W},1,,,W,(W),common,Volkan Baǵa,black,"nonfoil,foil","""Today there is feasting and peace across our land, but the war has not ended. Tuck away your bloodlust. You'll need it tomorrow.""
—Karrim, Samite healer",1,1,0,0,,6,,"mtgo,paper",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Not,7780,Horseshoe Crab,Creature - Crab,Creature,{U}: Untap Horseshoe Crab.,3,{2}{U},3,1.0,3.0,U,(U),common,Scott Kirschner,black,"nonfoil,foil","""Hmm . . . It looks kinda like a bug. Let's crack it open an' see if it tastes like one!""
—Squee, goblin cabin hand",1,1,0,0,,4,Crab,"mtgo,paper",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,687,Grave Pact,Enchantment,Enchantment,"Whenever a creature you control dies, each other player sacrifices a creature.",4,{1}{B}{B}{B},4,,,B,(B),rare,Puddnhead,black,"nonfoil,foil","""The bonds of loyalty can tie one to the grave.""
—Crovax, ascendant evincar",1,1,0,0,,7,,"mtgo,paper",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,3195,Graveborn Muse,Creature - Zombie Spirit,Creature,"At the beginning of your upkeep, you draw X cards and you lose X life, where X is the number of Zombies you control.",4,{2}{B}{B},4,3.0,3.0,B,(B),rare,Kev Walker,black,"nonfoil,foil","""Her voice is damnation, unyielding and certain.""
—Phage the Untouchable",1,1,0,0,,3,"Zombie,Spirit","mtgo,paper",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Not,4189,Gravedigger,Creature - Zombie,Creature,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.",4,{3}{B},4,2.0,2.0,B,(B),common,Dermot Power,black,"nonfoil,foil",A full coffin is like a full coffer—both are attractive to thieves.,1,1,0,0,,27,Zombie,"mtgo,paper",3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,8780,Head Games,Sorcery,Sorcery,"Target opponent puts the cards from their hand on top of their library. Search that player's library for that many cards. The player puts those cards into their hand, then shuffles.",5,{3}{B}{B},5,,,B,(B),rare,Terese Nielsen,black,"nonfoil,foil",,1,1,0,0,,2,,"mtgo,paper",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,6897,Mobilization,Enchantment,Enchantment,"Soldier creatures have vigilance.
{2}{W}: Create a 1/1 white Soldier creature token.",3,{2}{W},3,,,W,(W),rare,Carl Critchlow,black,nonfoil,"Wars are won with strength, valor, and numbers—especially numbers.",0,1,0,0,,3,,"mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Not,3217,Merfolk Looter,Creature - Merfolk Rogue,Creature,"{T}: Draw a card, then discard a card.",2,{1}{U},2,1.0,1.0,U,(U),common,Tristan Elwell,black,"nonfoil,foil","It belongs to the merfolk now.
—Shipwreck prayer",1,1,0,0,,16,"Merfolk,Rogue","mtgo,paper",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,8533,Mind Bend,Instant,Instant,"Change the text of target permanent by replacing all instances of one color word with another or one basic land type with another. (For example, you may change ""nonblack creature"" to ""nongreen creature"" or ""forestwalk"" to ""islandwalk."" This effect lasts indefinitely.)",1,{U},1,,,U,(U),rare,Mike Dringenberg,black,nonfoil,,0,1,0,0,,4,,"mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Yes,2290,Lord of the Undead,Creature - Zombie,Creature,"Other Zombie creatures get +1/+1.
{1}{B}, {T}: Return target Zombie card from your graveyard to your hand.",3,{1}{B}{B},3,2.0,2.0,B,(B),rare,Brom,black,"nonfoil,foil","""Do not weep at your defeat, my dear. In death, you will serve a greater purpose—mine.""",1,1,0,0,,6,Zombie,"mtgo,paper",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,9037,"Kamahl, Pit Fighter",Legendary Creature - Human Barbarian,Creature,"Haste (This creature can attack and {T} as soon as it comes under your control.)
{T}: Kamahl, Pit Fighter deals 3 damage to any target.",6,{4}{R}{R},6,6.0,1.0,R,(R),rare,Kev Walker,black,nonfoil,"In times when freedom seems lost, great souls arise to reclaim it.",0,1,0,0,Haste,9,"Human,Barbarian","mtgo,paper",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Not,8626,Fists of the Anvil,Instant,Instant,Target creature gets +4/+0 until end of turn.,2,{1}{R},2,,,R,(R),common,Pete Venters,black,"nonfoil,foil","Gron's mind reeled with possibilities, most of which are best left unmentioned.",1,1,0,0,,2,,"mtgo,paper",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Yes,2430,Furnace of Rath,Enchantment,Enchantment,"If a source would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",4,{1}{R}{R}{R},4,,,R,(R),rare,John Matson,black,"nonfoil,foil",The furnace awaits the next master who would stoke the fires of apocalypse.,1,1,0,0,,7,,"mtgo,paper",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yes,2612,Goblin King,Creature - Goblin,Creature,Other Goblins get +1/+1 and have mountainwalk.,3,{1}{R}{R},3,2.0,2.0,R,(R),rare,Ron Spears,black,nonfoil,"To be king, Numsgil did in Blog, who did in Unkful, who did in Viddle, who did in Loll, who did in Alrok. . . .",0,1,0,0,,18,Goblin,"mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,7228,Goblin Lore,Sorcery,Sorcery,"Draw four cards, then discard three cards at random.",2,{1}{R},2,,,R,(R),uncommon,D. Alexander Gregory,black,"nonfoil,foil","""Now listen closely, my young gob. There are many ways to eat pimple bugs, but I say the best way is all smashed together between two slug chips.""",1,1,0,0,,5,,"mtgo,paper",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,8048,Incinerate,Instant,Instant,Incinerate deals 3 damage to any target. A creature dealt damage this way can't be regenerated this turn.,2,{1}{R},2,,,R,(R),common,Zoltan Boros & Gabor Szikszai,black,"nonfoil,foil","""Yes, I think 'toast' is an appropriate description.""
—Jaya Ballard, task mage",1,1,0,0,,18,,"mtgo,paper",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Not,7029,March of the Machines,Enchantment,Enchantment,Each noncreature artifact is an artifact creature with power and toughness each equal to its mana value. (Equipment that's a creature can't equip a creature.),4,{3}{U},4,,,U,(U),rare,Ben Thompson,black,nonfoil,,0,1,0,0,,3,,"mtgo,paper",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,2097,Megrim,Enchantment,Enchantment,"Whenever an opponent discards a card, Megrim deals 2 damage to that player.",3,{2}{B},3,,,B,(B),uncommon,Nick Percival,black,"nonfoil,foil","""Pain is both a tool and a craft. Like any tool, it must be sharpened. Like any craft, it must be practiced.""
—Hooks, Cabal torturer",1,1,0,0,,8,,"mtgo,paper",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Not,8073,Mind Rot,Sorcery,Sorcery,Target player discards two cards.,3,{2}{B},3,,,B,(B),common,Steve Luke,black,"nonfoil,foil","""The beauty of mental attacks is that your victims never remember them.""
—Volrath",1,1,0,0,,25,,"mtgo,paper",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not,8013,Mortal Combat,Enchantment,Enchantment,"At the beginning of your upkeep, if twenty or more creature cards are in your graveyard, you win the game.",4,{2}{B}{B},4,,,B,(B),rare,Mike Ploog,black,"nonfoil,foil","The crowd roared, the fighters bled, and the dead piled high in the pits. Only the Cabal could win.",1,1,0,0,,2,,"mtgo,paper",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Yes,2245,Manabarbs,Enchantment,Enchantment,"Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.",4,{3}{R},4,,,R,(R),rare,Jeff Miracola,black,"nonfoil,foil","""I don't know why people say a double-edged sword is bad. It's a sword. With two edges.""
—Kamahl, pit fighter",1,1,0,0,,15,,"mtgo,paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Not,5452,Mogg Fanatic,Creature - Goblin,Creature,Sacrifice Mogg Fanatic: It deals 1 damage to any target.,1,{R},1,1.0,1.0,R,(R),uncommon,Brom,black,"nonfoil,foil","""I got it! I got it! I—""",1,1,0,0,,14,Goblin,"mtgo,paper",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Yes,1185,Abundance,Enchantment,Enchantment,"If you would draw a card, you may instead choose land or nonland and reveal cards from the top of your library until you reveal a card of the chosen kind. Put that card into your hand and put all other cards revealed this way on the bottom of your library in any order.",4,{2}{G}{G},4,,,G,(G),rare,Rebecca Guay,black,"nonfoil,foil",,1,1,0,0,,5,,"mtgo,paper",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yes,58,Birds of Paradise,Creature - Bird,Creature,"Flying
{T}: Add one mana of any color.",1,{G},1,0.0,1.0,G,(G),rare,Marcelo Vignali,black,nonfoil,,0,1,0,0,Flying,30,Bird,"mtgo,paper",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Not,4400,Angelic Chorus,Enchantment,Enchantment,"Whenever a creature enters the battlefield under your control, you gain life equal to its toughness.",5,{3}{W}{W},5,,,W,(W),rare,Jim Murray,black,"nonfoil,foil",The harmony of the glorious is a dirge to the wicked.,1,1,0,0,,3,,"mtgo,paper",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Yes,645,Aura of Silence,Enchantment,Enchantment,"Artifact and enchantment spells your opponents cast cost {2} more to cast.
Sacrifice Aura of Silence: Destroy target artifact or enchantment.",3,{1}{W}{W},3,,,W,(W),uncommon,D. Alexander Gregory,black,"nonfoil,foil",Not all silences are easily broken.,1,1,0,0,,8,,"mtgo,paper",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
